sep=,
media_type,stream_index,key_frame,pkt_pts,pkt_pts_time,pkt_dts,pkt_dts_time,best_effort_timestamp,best_effort_timestamp_time,pkt_duration,pkt_duration_time,pkt_pos,pkt_size,width,height,pix_fmt,sample_aspect_ratio,pict_type,coded_picture_number,display_picture_number,interlaced_frame,top_field_first,repeat_pict,color_range,color_space,color_primaries,color_transfer,chroma_location
video,0,0,144144,4.804800,144144,4.804800,144144,4.804800,1001,0.033367,212034,373,640,360,yuv420p,N/A,B,145,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,145145,4.838167,145145,4.838167,145145,4.838167,1001,0.033367,212407,270,640,360,yuv420p,N/A,B,146,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,146146,4.871533,146146,4.871533,146146,4.871533,1001,0.033367,209164,2870,640,360,yuv420p,N/A,P,144,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,147147,4.904900,147147,4.904900,147147,4.904900,1001,0.033367,217755,382,640,360,yuv420p,N/A,B,149,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,148148,4.938267,148148,4.938267,148148,4.938267,1001,0.033367,217098,657,640,360,yuv420p,N/A,B,148,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,149149,4.971633,149149,4.971633,149149,4.971633,1001,0.033367,218137,374,640,360,yuv420p,N/A,B,150,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,150150,5.005000,150150,5.005000,150150,5.005000,1001,0.033367,212677,4421,640,360,yuv420p,N/A,P,147,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,151151,5.038367,151151,5.038367,151151,5.038367,1001,0.033367,224349,295,640,360,yuv420p,N/A,B,153,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,152152,5.071733,152152,5.071733,152152,5.071733,1001,0.033367,223624,725,640,360,yuv420p,N/A,B,152,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,153153,5.105100,153153,5.105100,153153,5.105100,1001,0.033367,224644,320,640,360,yuv420p,N/A,B,154,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,154154,5.138467,154154,5.138467,154154,5.138467,1001,0.033367,218511,5113,640,360,yuv420p,N/A,P,151,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,155155,5.171833,155155,5.171833,155155,5.171833,1001,0.033367,229326,388,640,360,yuv420p,N/A,B,157,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,156156,5.205200,156156,5.205200,156156,5.205200,1001,0.033367,228660,666,640,360,yuv420p,N/A,B,156,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,157157,5.238567,157157,5.238567,157157,5.238567,1001,0.033367,229714,373,640,360,yuv420p,N/A,B,158,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,158158,5.271933,158158,5.271933,158158,5.271933,1001,0.033367,224964,3696,640,360,yuv420p,N/A,P,155,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,159159,5.305300,159159,5.305300,159159,5.305300,1001,0.033367,234452,390,640,360,yuv420p,N/A,B,161,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,160160,5.338667,160160,5.338667,160160,5.338667,1001,0.033367,233753,699,640,360,yuv420p,N/A,B,160,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,161161,5.372033,161161,5.372033,161161,5.372033,1001,0.033367,234842,385,640,360,yuv420p,N/A,B,162,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,162162,5.405400,162162,5.405400,162162,5.405400,1001,0.033367,230087,3666,640,360,yuv420p,N/A,P,159,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,163163,5.438767,163163,5.438767,163163,5.438767,1001,0.033367,239665,318,640,360,yuv420p,N/A,B,165,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,164164,5.472133,164164,5.472133,164164,5.472133,1001,0.033367,238988,677,640,360,yuv420p,N/A,B,164,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,165165,5.505500,165165,5.505500,165165,5.505500,1001,0.033367,239983,364,640,360,yuv420p,N/A,B,166,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,166166,5.538867,166166,5.538867,166166,5.538867,1001,0.033367,235227,3761,640,360,yuv420p,N/A,P,163,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,167167,5.572233,167167,5.572233,167167,5.572233,1001,0.033367,244868,321,640,360,yuv420p,N/A,B,169,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,168168,5.605600,168168,5.605600,168168,5.605600,1001,0.033367,244201,667,640,360,yuv420p,N/A,B,168,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,169169,5.638967,169169,5.638967,169169,5.638967,1001,0.033367,245189,329,640,360,yuv420p,N/A,B,170,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,170170,5.672333,170170,5.672333,170170,5.672333,1001,0.033367,240347,3854,640,360,yuv420p,N/A,P,167,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,171171,5.705700,171171,5.705700,171171,5.705700,1001,0.033367,249841,295,640,360,yuv420p,N/A,B,173,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,172172,5.739067,172172,5.739067,172172,5.739067,1001,0.033367,249127,714,640,360,yuv420p,N/A,B,172,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,173173,5.772433,173173,5.772433,173173,5.772433,1001,0.033367,250136,369,640,360,yuv420p,N/A,B,174,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,174174,5.805800,174174,5.805800,174174,5.805800,1001,0.033367,245518,3609,640,360,yuv420p,N/A,P,171,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,175175,5.839167,175175,5.839167,175175,5.839167,1001,0.033367,255474,305,640,360,yuv420p,N/A,B,177,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,176176,5.872533,176176,5.872533,176176,5.872533,1001,0.033367,254798,676,640,360,yuv420p,N/A,B,176,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,177177,5.905900,177177,5.905900,177177,5.905900,1001,0.033367,255779,423,640,360,yuv420p,N/A,B,178,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,178178,5.939267,178178,5.939267,178178,5.939267,1001,0.033367,250505,4293,640,360,yuv420p,N/A,P,175,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,179179,5.972633,179179,5.972633,179179,5.972633,1001,0.033367,266299,452,640,360,yuv420p,N/A,B,181,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,180180,6.006000,180180,6.006000,180180,6.006000,1001,0.033367,265674,625,640,360,yuv420p,N/A,B,180,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,181181,6.039367,181181,6.039367,181181,6.039367,1001,0.033367,266751,315,640,360,yuv420p,N/A,B,182,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,182182,6.072733,182182,6.072733,182182,6.072733,1001,0.033367,256202,9472,640,360,yuv420p,N/A,P,179,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,183183,6.106100,183183,6.106100,183183,6.106100,1001,0.033367,272597,367,640,360,yuv420p,N/A,B,185,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,184184,6.139467,184184,6.139467,184184,6.139467,1001,0.033367,271741,856,640,360,yuv420p,N/A,B,184,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,185185,6.172833,185185,6.172833,185185,6.172833,1001,0.033367,272964,362,640,360,yuv420p,N/A,B,186,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,186186,6.206200,186186,6.206200,186186,6.206200,1001,0.033367,267066,4675,640,360,yuv420p,N/A,P,183,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,187187,6.239567,187187,6.239567,187187,6.239567,1001,0.033367,277906,374,640,360,yuv420p,N/A,B,189,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,188188,6.272933,188188,6.272933,188188,6.272933,1001,0.033367,277217,689,640,360,yuv420p,N/A,B,188,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,189189,6.306300,189189,6.306300,189189,6.306300,1001,0.033367,278280,424,640,360,yuv420p,N/A,B,190,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,190190,6.339667,190190,6.339667,190190,6.339667,1001,0.033367,273326,3891,640,360,yuv420p,N/A,P,187,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,191191,6.373033,191191,6.373033,191191,6.373033,1001,0.033367,283616,426,640,360,yuv420p,N/A,B,193,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,192192,6.406400,192192,6.406400,192192,6.406400,1001,0.033367,282804,812,640,360,yuv420p,N/A,B,192,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,193193,6.439767,193193,6.439767,193193,6.439767,1001,0.033367,284042,432,640,360,yuv420p,N/A,B,194,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,194194,6.473133,194194,6.473133,194194,6.473133,1001,0.033367,278704,4100,640,360,yuv420p,N/A,P,191,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,195195,6.506500,195195,6.506500,195195,6.506500,1001,0.033367,288981,419,640,360,yuv420p,N/A,B,197,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,196196,6.539867,196196,6.539867,196196,6.539867,1001,0.033367,288223,758,640,360,yuv420p,N/A,B,196,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,197197,6.573233,197197,6.573233,197197,6.573233,1001,0.033367,289400,416,640,360,yuv420p,N/A,B,198,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,198198,6.606600,198198,6.606600,198198,6.606600,1001,0.033367,284474,3749,640,360,yuv420p,N/A,P,195,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,199199,6.639967,199199,6.639967,199199,6.639967,1001,0.033367,294101,365,640,360,yuv420p,N/A,B,201,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,200200,6.673333,200200,6.673333,200200,6.673333,1001,0.033367,293515,586,640,360,yuv420p,N/A,B,200,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,201201,6.706700,201201,6.706700,201201,6.706700,1001,0.033367,294466,313,640,360,yuv420p,N/A,B,202,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,202202,6.740067,202202,6.740067,202202,6.740067,1001,0.033367,289816,3699,640,360,yuv420p,N/A,P,199,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,203203,6.773433,203203,6.773433,203203,6.773433,1001,0.033367,299132,378,640,360,yuv420p,N/A,B,205,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,204204,6.806800,204204,6.806800,204204,6.806800,1001,0.033367,298581,551,640,360,yuv420p,N/A,B,204,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,205205,6.840167,205205,6.840167,205205,6.840167,1001,0.033367,299510,350,640,360,yuv420p,N/A,B,206,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,206206,6.873533,206206,6.873533,206206,6.873533,1001,0.033367,294779,3802,640,360,yuv420p,N/A,P,203,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,207207,6.906900,207207,6.906900,207207,6.906900,1001,0.033367,303912,385,640,360,yuv420p,N/A,B,209,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,208208,6.940267,208208,6.940267,208208,6.940267,1001,0.033367,303395,517,640,360,yuv420p,N/A,B,208,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,209209,6.973633,209209,6.973633,209209,6.973633,1001,0.033367,304297,319,640,360,yuv420p,N/A,B,210,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,210210,7.007000,210210,7.007000,210210,7.007000,1001,0.033367,299860,3535,640,360,yuv420p,N/A,P,207,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,211211,7.040367,211211,7.040367,211211,7.040367,1001,0.033367,308819,346,640,360,yuv420p,N/A,B,213,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,212212,7.073733,212212,7.073733,212212,7.073733,1001,0.033367,308314,505,640,360,yuv420p,N/A,B,212,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,213213,7.107100,213213,7.107100,213213,7.107100,1001,0.033367,309165,279,640,360,yuv420p,N/A,B,214,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,214214,7.140467,214214,7.140467,214214,7.140467,1001,0.033367,304616,3698,640,360,yuv420p,N/A,P,211,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,215215,7.173833,215215,7.173833,215215,7.173833,1001,0.033367,313827,368,640,360,yuv420p,N/A,B,217,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,216216,7.207200,216216,7.207200,216216,7.207200,1001,0.033367,313243,584,640,360,yuv420p,N/A,B,216,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,217217,7.240567,217217,7.240567,217217,7.240567,1001,0.033367,314195,313,640,360,yuv420p,N/A,B,218,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,218218,7.273933,218218,7.273933,218218,7.273933,1001,0.033367,309444,3799,640,360,yuv420p,N/A,P,215,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,219219,7.307300,219219,7.307300,219219,7.307300,1001,0.033367,319590,428,640,360,yuv420p,N/A,B,221,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,220220,7.340667,220220,7.340667,220220,7.340667,1001,0.033367,318855,735,640,360,yuv420p,N/A,B,220,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,221221,7.374033,221221,7.374033,221221,7.374033,1001,0.033367,320018,412,640,360,yuv420p,N/A,B,222,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,222222,7.407400,222222,7.407400,222222,7.407400,1001,0.033367,314508,4347,640,360,yuv420p,N/A,P,219,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,223223,7.440767,223223,7.440767,223223,7.440767,1001,0.033367,324732,367,640,360,yuv420p,N/A,B,225,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,224224,7.474133,224224,7.474133,224224,7.474133,1001,0.033367,324089,643,640,360,yuv420p,N/A,B,224,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,225225,7.507500,225225,7.507500,225225,7.507500,1001,0.033367,325099,340,640,360,yuv420p,N/A,B,226,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,226226,7.540867,226226,7.540867,226226,7.540867,1001,0.033367,320430,3659,640,360,yuv420p,N/A,P,223,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,227227,7.574233,227227,7.574233,227227,7.574233,1001,0.033367,330670,363,640,360,yuv420p,N/A,B,229,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,228228,7.607600,228228,7.607600,228228,7.607600,1001,0.033367,329963,707,640,360,yuv420p,N/A,B,228,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,229229,7.640967,229229,7.640967,229229,7.640967,1001,0.033367,331033,460,640,360,yuv420p,N/A,B,230,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,230230,7.674333,230230,7.674333,230230,7.674333,1001,0.033367,325439,4524,640,360,yuv420p,N/A,P,227,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,231231,7.707700,231231,7.707700,231231,7.707700,1001,0.033367,335885,413,640,360,yuv420p,N/A,B,233,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,232232,7.741067,232232,7.741067,232232,7.741067,1001,0.033367,335186,699,640,360,yuv420p,N/A,B,232,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,233233,7.774433,233233,7.774433,233233,7.774433,1001,0.033367,336298,396,640,360,yuv420p,N/A,B,234,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,234234,7.807800,234234,7.807800,234234,7.807800,1001,0.033367,331493,3693,640,360,yuv420p,N/A,P,231,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,235235,7.841167,235235,7.841167,235235,7.841167,1001,0.033367,341575,386,640,360,yuv420p,N/A,B,237,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,236236,7.874533,236236,7.874533,236236,7.874533,1001,0.033367,340828,747,640,360,yuv420p,N/A,B,236,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,237237,7.907900,237237,7.907900,237237,7.907900,1001,0.033367,341961,385,640,360,yuv420p,N/A,B,238,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,238238,7.941267,238238,7.941267,238238,7.941267,1001,0.033367,336694,4134,640,360,yuv420p,N/A,P,235,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,239239,7.974633,239239,7.974633,239239,7.974633,1001,0.033367,347062,345,640,360,yuv420p,N/A,B,241,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,240240,8.008000,240240,8.008000,240240,8.008000,1001,0.033367,346361,701,640,360,yuv420p,N/A,B,240,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,241241,8.041367,241241,8.041367,241241,8.041367,1001,0.033367,347407,401,640,360,yuv420p,N/A,B,242,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,242242,8.074733,242242,8.074733,242242,8.074733,1001,0.033367,342346,4015,640,360,yuv420p,N/A,P,239,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,243243,8.108100,243243,8.108100,243243,8.108100,1001,0.033367,352243,327,640,360,yuv420p,N/A,B,245,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,244244,8.141467,244244,8.141467,244244,8.141467,1001,0.033367,351579,664,640,360,yuv420p,N/A,B,244,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,245245,8.174833,245245,8.174833,245245,8.174833,1001,0.033367,352570,356,640,360,yuv420p,N/A,B,246,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,246246,8.208200,246246,8.208200,246246,8.208200,1001,0.033367,347808,3771,640,360,yuv420p,N/A,P,243,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,247247,8.241567,247247,8.241567,247247,8.241567,1001,0.033367,353589,338,640,360,yuv420p,N/A,B,248,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,248248,8.274933,248248,8.274933,248248,8.274933,1001,0.033367,353927,380,640,360,yuv420p,N/A,B,249,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,249249,8.308300,249249,8.308300,249249,8.308300,1001,0.033367,352926,663,640,360,yuv420p,N/A,P,247,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,1,250250,8.341667,250250,8.341667,250250,8.341667,1001,0.033367,354307,30100,640,360,yuv420p,N/A,I,250,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,251251,8.375033,251251,8.375033,251251,8.375033,1001,0.033367,388104,386,640,360,yuv420p,N/A,B,253,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,252252,8.408400,252252,8.408400,252252,8.408400,1001,0.033367,387519,585,640,360,yuv420p,N/A,B,252,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,253253,8.441767,253253,8.441767,253253,8.441767,1001,0.033367,388490,340,640,360,yuv420p,N/A,B,254,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,254254,8.475133,254254,8.475133,254254,8.475133,1001,0.033367,384407,3112,640,360,yuv420p,N/A,P,251,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,255255,8.508500,255255,8.508500,255255,8.508500,1001,0.033367,392710,379,640,360,yuv420p,N/A,B,257,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,256256,8.541867,256256,8.541867,256256,8.541867,1001,0.033367,392148,562,640,360,yuv420p,N/A,B,256,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,257257,8.575233,257257,8.575233,257257,8.575233,1001,0.033367,393089,287,640,360,yuv420p,N/A,B,258,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,258258,8.608600,258258,8.608600,258258,8.608600,1001,0.033367,388830,3318,640,360,yuv420p,N/A,P,255,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,259259,8.641967,259259,8.641967,259259,8.641967,1001,0.033367,397556,303,640,360,yuv420p,N/A,B,261,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,260260,8.675333,260260,8.675333,260260,8.675333,1001,0.033367,396991,565,640,360,yuv420p,N/A,B,260,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,261261,8.708700,261261,8.708700,261261,8.708700,1001,0.033367,397859,260,640,360,yuv420p,N/A,B,262,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,262262,8.742067,262262,8.742067,262262,8.742067,1001,0.033367,393376,3615,640,360,yuv420p,N/A,P,259,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,263263,8.775433,263263,8.775433,263263,8.775433,1001,0.033367,401445,320,640,360,yuv420p,N/A,B,265,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,264264,8.808800,264264,8.808800,264264,8.808800,1001,0.033367,400984,461,640,360,yuv420p,N/A,B,264,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,265265,8.842167,265265,8.842167,265265,8.842167,1001,0.033367,401765,226,640,360,yuv420p,N/A,B,266,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,266266,8.875533,266266,8.875533,266266,8.875533,1001,0.033367,398119,2865,640,360,yuv420p,N/A,P,263,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,267267,8.908900,267267,8.908900,267267,8.908900,1001,0.033367,405609,406,640,360,yuv420p,N/A,B,268,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,268268,8.942267,268268,8.942267,268268,8.942267,1001,0.033367,406015,233,640,360,yuv420p,N/A,B,269,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,269269,8.975633,269269,8.975633,269269,8.975633,1001,0.033367,401991,3618,640,360,yuv420p,N/A,P,267,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,270270,9.009000,270270,9.009000,270270,9.009000,1001,0.033367,413364,338,640,360,yuv420p,N/A,B,272,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,271271,9.042367,271271,9.042367,271271,9.042367,1001,0.033367,412724,640,640,360,yuv420p,N/A,B,271,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,272272,9.075733,272272,9.075733,272272,9.075733,1001,0.033367,413702,240,640,360,yuv420p,N/A,B,273,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,273273,9.109100,273273,9.109100,273273,9.109100,1001,0.033367,406248,6476,640,360,yuv420p,N/A,P,270,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,274274,9.142467,274274,9.142467,274274,9.142467,1001,0.033367,418690,416,640,360,yuv420p,N/A,B,276,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,275275,9.175833,275275,9.175833,275275,9.175833,1001,0.033367,418094,596,640,360,yuv420p,N/A,B,275,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,276276,9.209200,276276,9.209200,276276,9.209200,1001,0.033367,419106,343,640,360,yuv420p,N/A,B,277,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,277277,9.242567,277277,9.242567,277277,9.242567,1001,0.033367,413942,4152,640,360,yuv420p,N/A,P,274,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,278278,9.275933,278278,9.275933,278278,9.275933,1001,0.033367,423730,399,640,360,yuv420p,N/A,B,280,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,279279,9.309300,279279,9.309300,279279,9.309300,1001,0.033367,423067,663,640,360,yuv420p,N/A,B,279,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,280280,9.342667,280280,9.342667,280280,9.342667,1001,0.033367,424129,344,640,360,yuv420p,N/A,B,281,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,281281,9.376033,281281,9.376033,281281,9.376033,1001,0.033367,419449,3618,640,360,yuv420p,N/A,P,278,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,282282,9.409400,282282,9.409400,282282,9.409400,1001,0.033367,428882,315,640,360,yuv420p,N/A,B,284,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,283283,9.442767,283283,9.442767,283283,9.442767,1001,0.033367,428163,719,640,360,yuv420p,N/A,B,283,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,284284,9.476133,284284,9.476133,284284,9.476133,1001,0.033367,429197,377,640,360,yuv420p,N/A,B,285,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,285285,9.509500,285285,9.509500,285285,9.509500,1001,0.033367,424473,3690,640,360,yuv420p,N/A,P,282,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,286286,9.542867,286286,9.542867,286286,9.542867,1001,0.033367,434068,405,640,360,yuv420p,N/A,B,288,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,287287,9.576233,287287,9.576233,287287,9.576233,1001,0.033367,433294,774,640,360,yuv420p,N/A,B,287,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,288288,9.609600,288288,9.609600,288288,9.609600,1001,0.033367,434473,410,640,360,yuv420p,N/A,B,289,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,289289,9.642967,289289,9.642967,289289,9.642967,1001,0.033367,429574,3720,640,360,yuv420p,N/A,P,286,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,290290,9.676333,290290,9.676333,290290,9.676333,1001,0.033367,439544,377,640,360,yuv420p,N/A,B,292,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,291291,9.709700,291291,9.709700,291291,9.709700,1001,0.033367,438806,738,640,360,yuv420p,N/A,B,291,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,292292,9.743067,292292,9.743067,292292,9.743067,1001,0.033367,439921,413,640,360,yuv420p,N/A,B,293,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,293293,9.776433,293293,9.776433,293293,9.776433,1001,0.033367,434883,3923,640,360,yuv420p,N/A,P,290,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,294294,9.809800,294294,9.809800,294294,9.809800,1001,0.033367,444392,353,640,360,yuv420p,N/A,B,296,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,295295,9.843167,295295,9.843167,295295,9.843167,1001,0.033367,443682,710,640,360,yuv420p,N/A,B,295,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,296296,9.876533,296296,9.876533,296296,9.876533,1001,0.033367,444745,410,640,360,yuv420p,N/A,B,297,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,297297,9.909900,297297,9.909900,297297,9.909900,1001,0.033367,440334,3348,640,360,yuv420p,N/A,P,294,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,298298,9.943267,298298,9.943267,298298,9.943267,1001,0.033367,450024,394,640,360,yuv420p,N/A,B,300,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,299299,9.976633,299299,9.976633,299299,9.976633,1001,0.033367,449258,766,640,360,yuv420p,N/A,B,299,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,300300,10.010000,300300,10.010000,300300,10.010000,1001,0.033367,450418,360,640,360,yuv420p,N/A,B,301,0,0,0,0,unknown,unknown,unknown,unknown,left
video,0,0,301301,10.043367,301301,10.043367,301301,10.043367,1001,0.033367,445155,4103,640,360,yuv420p,N/A,P,298,0,0,0,0,unknown,unknown,unknown,unknown,left
